index,Quarter,AdmissionType,SpecialtyName,Episodes,LengthOfEpisode,Stays,LengthOfStay,HBName,LocationName
243,2015Q1,Elective Inpatients,Infectious Diseases,0,19,0,19,NHS Ayrshire and Arran,University Hospital Crosshouse
244,2017Q4,Elective Inpatients,Infectious Diseases,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
245,2019Q2,Elective Inpatients,Infectious Diseases,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
246,2014Q4,Elective Inpatients,Dermatology,10,205,10,205,NHS Ayrshire and Arran,University Hospital Crosshouse
247,2015Q1,Elective Inpatients,Dermatology,0,15,0,15,NHS Ayrshire and Arran,University Hospital Crosshouse
248,2015Q2,Elective Inpatients,Dermatology,5,112,5,110,NHS Ayrshire and Arran,University Hospital Crosshouse
249,2015Q3,Elective Inpatients,Dermatology,5,53,5,55,NHS Ayrshire and Arran,University Hospital Crosshouse
250,2015Q4,Elective Inpatients,Dermatology,5,61,5,61,NHS Ayrshire and Arran,University Hospital Crosshouse
251,2016Q1,Elective Inpatients,Dermatology,5,41,5,41,NHS Ayrshire and Arran,University Hospital Crosshouse
252,2016Q2,Elective Inpatients,Dermatology,5,66,5,66,NHS Ayrshire and Arran,University Hospital Crosshouse
253,2016Q3,Elective Inpatients,Dermatology,10,148,10,148,NHS Ayrshire and Arran,University Hospital Crosshouse
254,2016Q4,Elective Inpatients,Dermatology,5,66,5,66,NHS Ayrshire and Arran,University Hospital Crosshouse
255,2017Q1,Elective Inpatients,Dermatology,0,38,0,38,NHS Ayrshire and Arran,University Hospital Crosshouse
256,2017Q2,Elective Inpatients,Dermatology,5,55,5,55,NHS Ayrshire and Arran,University Hospital Crosshouse
257,2017Q3,Elective Inpatients,Dermatology,5,82,5,82,NHS Ayrshire and Arran,University Hospital Crosshouse
258,2017Q4,Elective Inpatients,Dermatology,5,57,5,55,NHS Ayrshire and Arran,University Hospital Crosshouse
259,2018Q2,Elective Inpatients,Dermatology,5,96,5,96,NHS Ayrshire and Arran,University Hospital Crosshouse
260,2018Q3,Elective Inpatients,Dermatology,5,40,5,40,NHS Ayrshire and Arran,University Hospital Crosshouse
261,2018Q4,Elective Inpatients,Dermatology,5,35,5,34,NHS Ayrshire and Arran,University Hospital Crosshouse
262,2019Q1,Elective Inpatients,Dermatology,0,11,0,10,NHS Ayrshire and Arran,University Hospital Crosshouse
263,2019Q2,Elective Inpatients,Dermatology,5,41,5,40,NHS Ayrshire and Arran,University Hospital Crosshouse
264,2019Q3,Elective Inpatients,Dermatology,0,15,0,15,NHS Ayrshire and Arran,University Hospital Crosshouse
265,2014Q4,Elective Inpatients,Endocrinology & Diabetes,0,24,0,25,NHS Ayrshire and Arran,University Hospital Crosshouse
266,2015Q1,Elective Inpatients,Endocrinology & Diabetes,5,14,5,14,NHS Ayrshire and Arran,University Hospital Crosshouse
267,2015Q2,Elective Inpatients,Endocrinology & Diabetes,5,15,5,15,NHS Ayrshire and Arran,University Hospital Crosshouse
268,2015Q3,Elective Inpatients,Endocrinology & Diabetes,5,15,5,15,NHS Ayrshire and Arran,University Hospital Crosshouse
269,2015Q4,Elective Inpatients,Endocrinology & Diabetes,0,15,0,17,NHS Ayrshire and Arran,University Hospital Crosshouse
270,2016Q1,Elective Inpatients,Endocrinology & Diabetes,0,5,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
271,2018Q1,Elective Inpatients,Endocrinology & Diabetes,5,10,5,10,NHS Ayrshire and Arran,University Hospital Crosshouse
272,2018Q2,Elective Inpatients,Endocrinology & Diabetes,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
273,2018Q3,Elective Inpatients,Endocrinology & Diabetes,0,5,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
274,2018Q4,Elective Inpatients,Endocrinology & Diabetes,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
275,2019Q2,Elective Inpatients,Endocrinology & Diabetes,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
276,2014Q4,Elective Inpatients,Gastroenterology,25,145,30,165,NHS Ayrshire and Arran,University Hospital Crosshouse
277,2015Q1,Elective Inpatients,Gastroenterology,10,20,10,20,NHS Ayrshire and Arran,University Hospital Crosshouse
278,2015Q2,Elective Inpatients,Gastroenterology,10,65,15,80,NHS Ayrshire and Arran,University Hospital Crosshouse
279,2015Q3,Elective Inpatients,Gastroenterology,25,90,25,85,NHS Ayrshire and Arran,University Hospital Crosshouse
280,2015Q4,Elective Inpatients,Gastroenterology,25,55,25,60,NHS Ayrshire and Arran,University Hospital Crosshouse
281,2016Q1,Elective Inpatients,Gastroenterology,10,35,15,140,NHS Ayrshire and Arran,University Hospital Crosshouse
282,2014Q4,Elective Inpatients,Geriatric Medicine,0,0,0,20,NHS Ayrshire and Arran,University Hospital Crosshouse
283,2015Q3,Elective Inpatients,Geriatric Medicine,0,10,0,10,NHS Ayrshire and Arran,University Hospital Crosshouse
284,2016Q1,Elective Inpatients,Geriatric Medicine,0,0,0,70,NHS Ayrshire and Arran,University Hospital Crosshouse
285,2016Q2,Elective Inpatients,Geriatric Medicine,0,5,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
286,2016Q4,Elective Inpatients,Geriatric Medicine,5,10,5,10,NHS Ayrshire and Arran,University Hospital Crosshouse
287,2017Q3,Elective Inpatients,Geriatric Medicine,0,15,0,15,NHS Ayrshire and Arran,University Hospital Crosshouse
288,2017Q4,Elective Inpatients,Geriatric Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
289,2018Q1,Elective Inpatients,Geriatric Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
290,2018Q2,Elective Inpatients,Geriatric Medicine,5,0,5,29,NHS Ayrshire and Arran,University Hospital Crosshouse
291,2018Q3,Elective Inpatients,Geriatric Medicine,5,0,5,20,NHS Ayrshire and Arran,University Hospital Crosshouse
292,2018Q4,Elective Inpatients,Geriatric Medicine,0,0,5,35,NHS Ayrshire and Arran,University Hospital Crosshouse
293,2019Q1,Elective Inpatients,Geriatric Medicine,5,0,5,90,NHS Ayrshire and Arran,University Hospital Crosshouse
294,2019Q2,Elective Inpatients,Geriatric Medicine,0,0,5,15,NHS Ayrshire and Arran,University Hospital Crosshouse
295,2019Q3,Elective Inpatients,Geriatric Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
296,2014Q4,Elective Inpatients,Renal Medicine,10,15,10,16,NHS Ayrshire and Arran,University Hospital Crosshouse
297,2015Q1,Elective Inpatients,Renal Medicine,14,39,15,50,NHS Ayrshire and Arran,University Hospital Crosshouse
298,2015Q2,Elective Inpatients,Renal Medicine,15,35,20,40,NHS Ayrshire and Arran,University Hospital Crosshouse
299,2015Q3,Elective Inpatients,Renal Medicine,10,40,15,50,NHS Ayrshire and Arran,University Hospital Crosshouse
300,2015Q4,Elective Inpatients,Renal Medicine,10,30,15,45,NHS Ayrshire and Arran,University Hospital Crosshouse
301,2016Q1,Elective Inpatients,Renal Medicine,10,10,10,15,NHS Ayrshire and Arran,University Hospital Crosshouse
302,2016Q2,Elective Inpatients,Renal Medicine,11,21,15,32,NHS Ayrshire and Arran,University Hospital Crosshouse
303,2016Q3,Elective Inpatients,Renal Medicine,5,10,5,20,NHS Ayrshire and Arran,University Hospital Crosshouse
304,2016Q4,Elective Inpatients,Renal Medicine,15,25,20,35,NHS Ayrshire and Arran,University Hospital Crosshouse
305,2017Q1,Elective Inpatients,Renal Medicine,5,10,10,25,NHS Ayrshire and Arran,University Hospital Crosshouse
306,2017Q2,Elective Inpatients,Renal Medicine,15,30,20,75,NHS Ayrshire and Arran,University Hospital Crosshouse
307,2017Q3,Elective Inpatients,Renal Medicine,5,15,10,15,NHS Ayrshire and Arran,University Hospital Crosshouse
308,2017Q4,Elective Inpatients,Renal Medicine,5,7,10,20,NHS Ayrshire and Arran,University Hospital Crosshouse
309,2018Q1,Elective Inpatients,Renal Medicine,10,11,10,13,NHS Ayrshire and Arran,University Hospital Crosshouse
310,2018Q2,Elective Inpatients,Renal Medicine,15,30,20,59,NHS Ayrshire and Arran,University Hospital Crosshouse
311,2018Q3,Elective Inpatients,Renal Medicine,10,10,15,15,NHS Ayrshire and Arran,University Hospital Crosshouse
312,2018Q4,Elective Inpatients,Renal Medicine,5,10,10,15,NHS Ayrshire and Arran,University Hospital Crosshouse
313,2019Q1,Elective Inpatients,Renal Medicine,5,5,10,11,NHS Ayrshire and Arran,University Hospital Crosshouse
314,2019Q2,Elective Inpatients,Renal Medicine,15,15,20,65,NHS Ayrshire and Arran,University Hospital Crosshouse
315,2019Q3,Elective Inpatients,Renal Medicine,5,5,10,10,NHS Ayrshire and Arran,University Hospital Crosshouse
316,2014Q4,Elective Inpatients,Respiratory Medicine,65,105,70,140,NHS Ayrshire and Arran,University Hospital Crosshouse
317,2015Q1,Elective Inpatients,Respiratory Medicine,75,160,75,165,NHS Ayrshire and Arran,University Hospital Crosshouse
318,2015Q2,Elective Inpatients,Respiratory Medicine,40,190,45,220,NHS Ayrshire and Arran,University Hospital Crosshouse
319,2015Q3,Elective Inpatients,Respiratory Medicine,35,60,35,80,NHS Ayrshire and Arran,University Hospital Crosshouse
320,2015Q4,Elective Inpatients,Respiratory Medicine,30,115,35,120,NHS Ayrshire and Arran,University Hospital Crosshouse
321,2016Q1,Elective Inpatients,Respiratory Medicine,11,5,10,5,NHS Ayrshire and Arran,University Hospital Crosshouse
322,2016Q2,Elective Inpatients,Respiratory Medicine,10,0,10,0,NHS Ayrshire and Arran,University Hospital Crosshouse
323,2016Q3,Elective Inpatients,Respiratory Medicine,20,0,19,0,NHS Ayrshire and Arran,University Hospital Crosshouse
324,2016Q4,Elective Inpatients,Respiratory Medicine,10,0,10,0,NHS Ayrshire and Arran,University Hospital Crosshouse
325,2017Q1,Elective Inpatients,Respiratory Medicine,14,5,15,5,NHS Ayrshire and Arran,University Hospital Crosshouse
326,2017Q2,Elective Inpatients,Respiratory Medicine,10,5,15,22,NHS Ayrshire and Arran,University Hospital Crosshouse
327,2017Q3,Elective Inpatients,Respiratory Medicine,20,0,20,0,NHS Ayrshire and Arran,University Hospital Crosshouse
328,2017Q4,Elective Inpatients,Respiratory Medicine,15,0,15,0,NHS Ayrshire and Arran,University Hospital Crosshouse
329,2018Q1,Elective Inpatients,Respiratory Medicine,10,0,10,0,NHS Ayrshire and Arran,University Hospital Crosshouse
330,2018Q2,Elective Inpatients,Respiratory Medicine,5,0,10,0,NHS Ayrshire and Arran,University Hospital Crosshouse
331,2018Q3,Elective Inpatients,Respiratory Medicine,10,5,10,5,NHS Ayrshire and Arran,University Hospital Crosshouse
332,2018Q4,Elective Inpatients,Respiratory Medicine,20,0,20,0,NHS Ayrshire and Arran,University Hospital Crosshouse
333,2019Q1,Elective Inpatients,Respiratory Medicine,10,0,15,0,NHS Ayrshire and Arran,University Hospital Crosshouse
334,2019Q2,Elective Inpatients,Respiratory Medicine,5,0,5,0,NHS Ayrshire and Arran,University Hospital Crosshouse
335,2019Q3,Elective Inpatients,Respiratory Medicine,10,0,10,0,NHS Ayrshire and Arran,University Hospital Crosshouse
336,2014Q4,Elective Inpatients,General Surgery,491,650,510,1347,NHS Ayrshire and Arran,University Hospital Crosshouse
337,2015Q1,Elective Inpatients,General Surgery,404,610,415,1175,NHS Ayrshire and Arran,University Hospital Crosshouse
338,2015Q2,Elective Inpatients,General Surgery,389,615,410,1180,NHS Ayrshire and Arran,University Hospital Crosshouse
339,2015Q3,Elective Inpatients,General Surgery,332,540,345,964,NHS Ayrshire and Arran,University Hospital Crosshouse
340,2015Q4,Elective Inpatients,General Surgery,306,520,331,1110,NHS Ayrshire and Arran,University Hospital Crosshouse
341,2016Q1,Elective Inpatients,General Surgery,349,590,365,1172,NHS Ayrshire and Arran,University Hospital Crosshouse
342,2016Q2,Elective Inpatients,General Surgery,332,540,350,956,NHS Ayrshire and Arran,University Hospital Crosshouse
343,2016Q3,Elective Inpatients,General Surgery,368,520,380,1049,NHS Ayrshire and Arran,University Hospital Crosshouse
344,2016Q4,Elective Inpatients,General Surgery,330,495,355,1023,NHS Ayrshire and Arran,University Hospital Crosshouse
345,2017Q1,Elective Inpatients,General Surgery,310,485,320,921,NHS Ayrshire and Arran,University Hospital Crosshouse
346,2017Q2,Elective Inpatients,General Surgery,310,540,340,931,NHS Ayrshire and Arran,University Hospital Crosshouse
347,2017Q3,Elective Inpatients,General Surgery,381,425,395,956,NHS Ayrshire and Arran,University Hospital Crosshouse
348,2017Q4,Elective Inpatients,General Surgery,314,420,340,866,NHS Ayrshire and Arran,University Hospital Crosshouse
349,2018Q1,Elective Inpatients,General Surgery,295,470,320,1026,NHS Ayrshire and Arran,University Hospital Crosshouse
350,2018Q2,Elective Inpatients,General Surgery,293,355,310,672,NHS Ayrshire and Arran,University Hospital Crosshouse
351,2018Q3,Elective Inpatients,General Surgery,296,350,320,787,NHS Ayrshire and Arran,University Hospital Crosshouse
352,2018Q4,Elective Inpatients,General Surgery,273,345,285,755,NHS Ayrshire and Arran,University Hospital Crosshouse
353,2019Q1,Elective Inpatients,General Surgery,398,425,410,883,NHS Ayrshire and Arran,University Hospital Crosshouse
354,2019Q2,Elective Inpatients,General Surgery,379,300,400,752,NHS Ayrshire and Arran,University Hospital Crosshouse
355,2019Q3,Elective Inpatients,General Surgery,292,310,310,687,NHS Ayrshire and Arran,University Hospital Crosshouse
356,2014Q4,Elective Inpatients,Anaesthetics,5,0,10,20,NHS Ayrshire and Arran,University Hospital Crosshouse
357,2015Q1,Elective Inpatients,Anaesthetics,5,0,10,10,NHS Ayrshire and Arran,University Hospital Crosshouse
358,2015Q2,Elective Inpatients,Anaesthetics,5,0,5,19,NHS Ayrshire and Arran,University Hospital Crosshouse
359,2015Q3,Elective Inpatients,Anaesthetics,5,0,10,5,NHS Ayrshire and Arran,University Hospital Crosshouse
360,2015Q4,Elective Inpatients,Anaesthetics,0,0,0,0,NHS Ayrshire and Arran,University Hospital Crosshouse
361,2016Q1,Elective Inpatients,Anaesthetics,0,0,5,5,NHS Ayrshire and Arran,University Hospital Crosshouse
362,2016Q3,Elective Inpatients,Anaesthetics,0,0,5,34,NHS Ayrshire and Arran,University Hospital Crosshouse
363,2017Q2,Elective Inpatients,Anaesthetics,0,0,5,25,NHS Ayrshire and Arran,University Hospital Crosshouse
364,2018Q2,Elective Inpatients,Anaesthetics,0,0,5,17,NHS Ayrshire and Arran,University Hospital Crosshouse
365,2014Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",153,205,165,229,NHS Ayrshire and Arran,University Hospital Crosshouse
366,2015Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",143,186,165,281,NHS Ayrshire and Arran,University Hospital Crosshouse
367,2015Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",132,145,170,210,NHS Ayrshire and Arran,University Hospital Crosshouse
368,2015Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",114,227,159,280,NHS Ayrshire and Arran,University Hospital Crosshouse
369,2015Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",120,175,159,220,NHS Ayrshire and Arran,University Hospital Crosshouse
370,2016Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",123,260,177,325,NHS Ayrshire and Arran,University Hospital Crosshouse
371,2016Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",112,175,170,241,NHS Ayrshire and Arran,University Hospital Crosshouse
372,2016Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",110,179,148,220,NHS Ayrshire and Arran,University Hospital Crosshouse
373,2016Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",138,281,186,360,NHS Ayrshire and Arran,University Hospital Crosshouse
374,2017Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",147,251,182,300,NHS Ayrshire and Arran,University Hospital Crosshouse
375,2017Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",119,185,154,240,NHS Ayrshire and Arran,University Hospital Crosshouse
376,2017Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",152,345,161,387,NHS Ayrshire and Arran,University Hospital Crosshouse
377,2017Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",131,239,170,294,NHS Ayrshire and Arran,University Hospital Crosshouse
378,2018Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",124,214,160,284,NHS Ayrshire and Arran,University Hospital Crosshouse
379,2018Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",152,234,175,271,NHS Ayrshire and Arran,University Hospital Crosshouse
380,2018Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",140,194,174,250,NHS Ayrshire and Arran,University Hospital Crosshouse
381,2018Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",112,240,150,301,NHS Ayrshire and Arran,University Hospital Crosshouse
382,2019Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",124,204,155,238,NHS Ayrshire and Arran,University Hospital Crosshouse
383,2019Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",130,199,165,264,NHS Ayrshire and Arran,University Hospital Crosshouse
384,2019Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",131,200,185,306,NHS Ayrshire and Arran,University Hospital Crosshouse
385,2015Q1,Elective Inpatients,Ophthalmology,0,5,0,5,NHS Ayrshire and Arran,University Hospital Crosshouse
386,2014Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,240,928,240,935,NHS Ayrshire and Arran,University Hospital Crosshouse
387,2015Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,120,675,120,676,NHS Ayrshire and Arran,University Hospital Crosshouse
388,2015Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,217,924,220,930,NHS Ayrshire and Arran,University Hospital Crosshouse
389,2015Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,228,882,230,900,NHS Ayrshire and Arran,University Hospital Crosshouse
390,2015Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,234,1116,235,1115,NHS Ayrshire and Arran,University Hospital Crosshouse
391,2016Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,190,734,190,745,NHS Ayrshire and Arran,University Hospital Crosshouse
392,2016Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,212,787,215,790,NHS Ayrshire and Arran,University Hospital Crosshouse
393,2016Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,166,682,165,685,NHS Ayrshire and Arran,University Hospital Crosshouse
394,2016Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,208,785,210,795,NHS Ayrshire and Arran,University Hospital Crosshouse
395,2017Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,222,839,230,847,NHS Ayrshire and Arran,University Hospital Crosshouse
396,2017Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,231,884,235,915,NHS Ayrshire and Arran,University Hospital Crosshouse
397,2017Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,194,753,195,765,NHS Ayrshire and Arran,University Hospital Crosshouse
398,2017Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,176,659,175,660,NHS Ayrshire and Arran,University Hospital Crosshouse
399,2018Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,124,425,125,438,NHS Ayrshire and Arran,University Hospital Crosshouse
400,2018Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,175,727,180,750,NHS Ayrshire and Arran,University Hospital Crosshouse
401,2018Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,194,680,197,685,NHS Ayrshire and Arran,University Hospital Crosshouse
402,2018Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,227,1075,230,1080,NHS Ayrshire and Arran,University Hospital Crosshouse
403,2019Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,199,690,202,695,NHS Ayrshire and Arran,University Hospital Crosshouse
